density			spin_up(eV)			spin_down(eV)			average(eV)
O$_{\rm p}$		-4.87332732069166		-3.019184911183188		-3.946256115937424
Ni$_{\rm d}$		-1.9002553524899048		-0.9018555958403296		-1.4010554741651173
