     #Energy up_9&12&17& dw_9&12&17& up_38&41&47 dw_38&41&47
   -10.35440     0.00000     0.00000     0.00000     0.00000
   -10.28840     0.00000     0.00000     0.00000     0.00000
   -10.22140     0.00000     0.00000     0.00000     0.00000
   -10.15440     0.00000     0.00000     0.00000     0.00000
   -10.08840     0.00000     0.00000     0.00000     0.00000
   -10.02140     0.00000     0.00000     0.00000     0.00000
    -9.95540     0.00000     0.00000     0.00000     0.00000
    -9.88840     0.00000     0.00000     0.00000     0.00000
    -9.82140     0.00000     0.00000     0.00000     0.00000
    -9.75540     0.00000     0.00000     0.00000     0.00000
    -9.68840     0.00000     0.00000     0.00000     0.00000
    -9.62240     0.00000     0.00000     0.00000     0.00000
    -9.55540     0.00000     0.00000     0.00000     0.00000
    -9.48840     0.00000     0.00000     0.00000     0.00000
    -9.42240     0.00000     0.00000     0.00000     0.00000
    -9.35540     0.00000     0.00000     0.00000     0.00000
    -9.28940     0.00000     0.00000     0.00000     0.00000
    -9.22240     0.00000     0.00000     0.00000     0.00000
    -9.15540     0.00000     0.00000     0.00000     0.00000
    -9.08940     0.00000     0.00000     0.00000     0.00000
    -9.02240     0.00000     0.00000     0.00000     0.00000
    -8.95640     0.00000     0.00000     0.00000     0.00000
    -8.88940     0.00000     0.00000     0.00000     0.00000
    -8.82240     0.00000     0.00000     0.00000     0.00000
    -8.75640     0.00000     0.00000     0.00000     0.00000
    -8.68940     0.00000     0.00000     0.00000     0.00000
    -8.62340     0.00000     0.00000     0.00000     0.00000
    -8.55640     0.00000     0.00000     0.00000     0.00000
    -8.48940     0.00000     0.00000     0.00000     0.00000
    -8.42340     0.00000     0.00000     0.00000     0.00000
    -8.35640     0.00000     0.00000     0.00000     0.00000
    -8.29040     0.00018     0.00000     0.00023     0.00000
    -8.22340     0.00041    -0.00009     0.00049    -0.00007
    -8.15640     0.00059    -0.00032     0.00070    -0.00027
    -8.09040     0.00078    -0.00051     0.00092    -0.00040
    -8.02340     0.00098    -0.00069     0.00115    -0.00055
    -7.95740     0.00322    -0.00089     0.00378    -0.00070
    -7.89040     0.00059    -0.00109     0.00063    -0.00086
    -7.82340     0.00000    -0.00148     0.00000    -0.00109
    -7.75740     0.00051     0.00000     0.00058     0.00000
    -7.69040     0.00135     0.00000     0.00152     0.00000
    -7.62440     0.00225    -0.00064     0.00252    -0.00046
    -7.55740     0.00321    -0.00158     0.00359    -0.00112
    -7.49040     0.00479    -0.00258     0.00530    -0.00181
    -7.42440     0.00971    -0.00474     0.01072    -0.00332
    -7.35740     0.00496    -0.00212     0.00568    -0.00148
    -7.29140     0.00599    -0.00227     0.00690    -0.00159
    -7.22440     0.01113    -0.00442     0.01281    -0.00314
    -7.15740     0.00838    -0.00538     0.00973    -0.00385
    -7.09140     0.00557    -0.00914     0.00657    -0.00661
    -7.02440     0.00649    -0.00697     0.00767    -0.00508
    -6.95840     0.00775    -0.00553     0.00925    -0.00406
    -6.89140     0.00358    -0.00651     0.00423    -0.00479
    -6.82440     0.01508    -0.00667     0.01729    -0.00487
    -6.75840     0.04748    -0.00300     0.05729    -0.00215
    -6.69140     0.01883    -0.01403     0.02131    -0.00960
    -6.62540     0.01751    -0.03855     0.01977    -0.02774
    -6.55840     0.01305    -0.01695     0.01487    -0.01096
    -6.49140     0.01102    -0.01670     0.01318    -0.01078
    -6.42540     0.01210    -0.01321     0.01510    -0.00855
    -6.35840     0.01530    -0.01144     0.01947    -0.00766
    -6.29240     0.03321    -0.01157     0.04270    -0.00814
    -6.22540     0.01752    -0.01344     0.02182    -0.00964
    -6.15840     0.02338    -0.02178     0.02924    -0.01569
    -6.09240     0.06399    -0.02018     0.07878    -0.01435
    -6.02540     0.08588    -0.01825     0.10165    -0.01224
    -5.95940     0.06384    -0.03244     0.07503    -0.02181
    -5.89240     0.02839    -0.04342     0.03439    -0.02668
    -5.82540     0.01416    -0.06970     0.01707    -0.04253
    -5.75940     0.00198    -0.05803     0.00224    -0.03548
    -5.69240     0.07485    -0.02488     0.10085    -0.01532
    -5.62640     0.13617    -0.01042     0.17870    -0.00628
    -5.55940     0.10122    -0.00192     0.13466    -0.00112
    -5.49240     0.09905    -0.02900     0.13081    -0.01913
    -5.42640     0.19567    -0.05679     0.25537    -0.03544
    -5.35940     0.22820    -0.06211     0.30069    -0.03789
    -5.29340     0.22627    -0.08993     0.29700    -0.05319
    -5.22640     0.12299    -0.07073     0.16305    -0.04140
    -5.15940     0.71205    -0.29302     0.97277    -0.17176
    -5.09340     0.01927    -0.13563     0.02803    -0.07870
    -5.02640     0.21598    -0.19257     0.29438    -0.11039
    -4.96040     0.50244    -0.16799     0.68637    -0.09382
    -4.89340     0.10794    -0.25874     0.14380    -0.14496
    -4.82640     1.26505    -0.30555     1.83132    -0.15382
    -4.76040     1.36607    -0.33549     1.72943    -0.18433
    -4.69340     1.84108    -0.01196     2.57247    -0.00632
    -4.62740     0.26304    -0.01440     0.39594    -0.00758
    -4.56040     1.51278    -0.01692     2.15559    -0.00888
    -4.49340     1.01487    -0.96113     1.53757    -0.49555
    -4.42740     1.88820    -0.17481     2.97857    -0.10064
    -4.36040     1.87936    -0.12925     2.82095    -0.06505
    -4.29440     2.22857    -0.45318     3.63371    -0.21664
    -4.22740     5.17161    -0.93269     7.37678    -0.38046
    -4.16040     3.44826    -0.49095     5.42274    -0.20603
    -4.09440     4.01957    -0.63269     5.78002    -0.27328
    -4.02740     4.70357    -0.75571     6.29192    -0.33195
    -3.96140     5.04487    -0.64226     6.45892    -0.27504
    -3.89440     5.36297    -0.58694     7.66430    -0.25029
    -3.82740     2.06506    -1.20968     2.89475    -0.49882
    -3.76140     2.84478    -2.45802     4.14339    -0.95252
    -3.69440     1.27369    -0.49767     1.88925    -0.20190
    -3.62840     3.55447    -1.19990     4.77538    -0.41307
    -3.56140     3.73188    -1.55146     5.38917    -0.62294
    -3.49440     6.23973    -2.50535     8.67250    -0.96091
    -3.42840     5.39383    -1.67962     7.19347    -0.64077
    -3.36140     2.08912    -5.12515     3.50485    -1.46955
    -3.29540     3.12767    -1.64688     5.02837    -0.56296
    -3.22840     5.01625    -3.10931     8.64429    -0.91276
    -3.16140     1.72006    -4.96598     2.95416    -1.43534
    -3.09540     2.89680    -2.25293     4.81948    -0.64864
    -3.02840     4.99744    -3.32600     8.07050    -0.99738
    -2.96240     2.68239    -5.67087     5.12929    -1.65351
    -2.89540     4.25866    -3.98773     7.30315    -1.23126
    -2.82840     6.82545    -5.14713    11.13890    -1.40700
    -2.76240    16.86930    -6.03067    25.20560    -1.86575
    -2.69540     8.99450    -4.73267    11.80060    -1.10315
    -2.62940     9.46104   -18.33325    13.45910    -4.55077
    -2.56240    19.12345    -9.64502    27.22180    -2.64791
    -2.49540    11.40990    -9.74814    12.12170    -2.57893
    -2.42940    24.26860    -9.85249    20.37790    -2.49818
    -2.36240    16.40760    -6.12062    11.92523    -1.35495
    -2.29640    10.75872    -8.18565     7.58636    -2.01364
