     #Energy up_50&52&54 dw_50&52&54 up_2&4&6&8& dw_2&4&6&8&
   -10.21611     0.00000     0.00000     0.00000     0.00000
   -10.15011     0.00000     0.00000     0.00000     0.00000
   -10.08411     0.00000     0.00000     0.00000     0.00000
   -10.01711     0.00000     0.00000     0.00000     0.00000
    -9.95111     0.00000     0.00000     0.00000     0.00000
    -9.88511     0.00000     0.00000     0.00000     0.00000
    -9.81911     0.00000     0.00000     0.00000     0.00000
    -9.75211     0.00000     0.00000     0.00000     0.00000
    -9.68611     0.00000     0.00000     0.00000     0.00000
    -9.62011     0.00000     0.00000     0.00000     0.00000
    -9.55311     0.00000     0.00000     0.00000     0.00000
    -9.48711     0.00000     0.00000     0.00000     0.00000
    -9.42111     0.00000     0.00000     0.00000     0.00000
    -9.35511     0.00000     0.00000     0.00000     0.00000
    -9.28811     0.00000     0.00000     0.00000     0.00000
    -9.22211     0.00000     0.00000     0.00000     0.00000
    -9.15611     0.00000     0.00000     0.00000     0.00000
    -9.08911     0.00000     0.00000     0.00000     0.00000
    -9.02311     0.00000     0.00000     0.00000     0.00000
    -8.95711     0.00000     0.00000     0.00000     0.00000
    -8.89111     0.00000     0.00000     0.00000     0.00000
    -8.82411     0.00000     0.00000     0.00000     0.00000
    -8.75811     0.00000     0.00000     0.00000     0.00000
    -8.69211     0.00000     0.00000     0.00000     0.00000
    -8.62511     0.00000     0.00000     0.00000     0.00000
    -8.55911     0.00000     0.00000     0.00000     0.00000
    -8.49311     0.00000     0.00000     0.00000     0.00000
    -8.42711     0.00000     0.00000     0.00000     0.00000
    -8.36011     0.00000     0.00000     0.00000     0.00000
    -8.29411     0.00000     0.00000     0.00000     0.00000
    -8.22811     0.00000     0.00000     0.00000     0.00000
    -8.16111     0.00007     0.00000     0.00027     0.00000
    -8.09511     0.00018     0.00000     0.00068     0.00000
    -8.02911     0.00024    -0.00002     0.00098    -0.00006
    -7.96311     0.00032    -0.00013     0.00130    -0.00037
    -7.89611     0.00039    -0.00022     0.00164    -0.00062
    -7.83011     0.00048    -0.00029     0.00200    -0.00085
    -7.76411     0.00052    -0.00037     0.00225    -0.00111
    -7.69711     0.00000    -0.00046     0.00000    -0.00137
    -7.63111     0.00019    -0.00106     0.00074    -0.00319
    -7.56511     0.00051    -0.00015     0.00205    -0.00050
    -7.49911     0.00085    -0.00002     0.00346    -0.00006
    -7.43211     0.00121    -0.00025     0.00496    -0.00061
    -7.36611     0.00204    -0.00059     0.00855    -0.00153
