# Start of Property 1
0.000000 -20.530000
0.000000 -20.480000
0.000000 -20.430000
0.000000 -20.380000
0.000000 -20.330000
0.000000 -20.280000
0.000000 -20.230000
0.000000 -20.180000
0.000000 -20.130000
0.000000 -20.080000
0.000000 -20.029000
0.000000 -19.979000
0.000000 -19.929000
0.000000 -19.879000
0.000000 -19.829000
0.000000 -19.779000
-0.158000 -19.729000
-0.004000 -19.679000
0.000000 -19.629000
0.000000 -19.579000
0.000000 -19.529000
0.000000 -19.478000
0.000000 -19.428000
0.000000 -19.378000
0.000000 -19.328000
0.000000 -19.278000
0.000000 -19.228000
0.000000 -19.178000
0.000000 -19.128000
0.000000 -19.078000
0.000000 -19.028000
0.000000 -18.977000
0.000000 -18.927000
0.000000 -18.877000
0.000000 -18.827000
0.000000 -18.777000
0.000000 -18.727000
0.000000 -18.677000
0.000000 -18.627000
0.000000 -18.577000
0.000000 -18.527000
0.000000 -18.476000
0.000000 -18.426000
0.000000 -18.376000
0.000000 -18.326000
0.000000 -18.276000
0.000000 -18.226000
0.000000 -18.176000
0.000000 -18.126000
0.000000 -18.076000
0.000000 -18.026000
0.000000 -17.976000
0.000000 -17.925000
0.000000 -17.875000
0.000000 -17.825000
0.000000 -17.775000
0.000000 -17.725000
0.000000 -17.675000
0.000000 -17.625000
0.000000 -17.575000
0.000000 -17.525000
0.000000 -17.475000
0.000000 -17.424000
0.000000 -17.374000
0.000000 -17.324000
0.000000 -17.274000
0.000000 -17.224000
0.000000 -17.174000
0.000000 -17.124000
0.000000 -17.074000
0.000000 -17.024000
0.000000 -16.974000
0.000000 -16.924000
0.000000 -16.873000
0.000000 -16.823000
0.000000 -16.773000
0.000000 -16.723000
0.000000 -16.673000
0.000000 -16.623000
0.000000 -16.573000
0.000000 -16.523000
0.000000 -16.473000
0.000000 -16.423000
0.000000 -16.372000
0.000000 -16.322000
0.000000 -16.272000
0.000000 -16.222000
0.000000 -16.172000
0.000000 -16.122000
0.000000 -16.072000
0.000000 -16.022000
0.000000 -15.972000
0.000000 -15.922000
0.000000 -15.871000
0.000000 -15.821000
0.000000 -15.771000
0.000000 -15.721000
0.000000 -15.671000
0.000000 -15.621000
0.000000 -15.571000
0.000000 -15.521000
0.000000 -15.471000
0.000000 -15.421000
0.000000 -15.371000
0.000000 -15.320000
0.000000 -15.270000
0.000000 -15.220000
0.000000 -15.170000
0.000000 -15.120000
0.000000 -15.070000
0.000000 -15.020000
0.000000 -14.970000
0.000000 -14.920000
0.000000 -14.870000
0.000000 -14.819000
0.000000 -14.769000
0.000000 -14.719000
0.000000 -14.669000
0.000000 -14.619000
0.000000 -14.569000
0.000000 -14.519000
0.000000 -14.469000
0.000000 -14.419000
0.000000 -14.369000
0.000000 -14.318000
0.000000 -14.268000
0.000000 -14.218000
0.000000 -14.168000
0.000000 -14.118000
0.000000 -14.068000
0.000000 -14.018000
0.000000 -13.968000
0.000000 -13.918000
0.000000 -13.868000
0.000000 -13.818000
0.000000 -13.767000
0.000000 -13.717000
0.000000 -13.667000
0.000000 -13.617000
0.000000 -13.567000
0.000000 -13.517000
0.000000 -13.467000
0.000000 -13.417000
0.000000 -13.367000
0.000000 -13.317000
0.000000 -13.266000
0.000000 -13.216000
0.000000 -13.166000
0.000000 -13.116000
0.000000 -13.066000
0.000000 -13.016000
0.000000 -12.966000
0.000000 -12.916000
0.000000 -12.866000
0.000000 -12.816000
0.000000 -12.766000
0.000000 -12.715000
0.000000 -12.665000
0.000000 -12.615000
0.000000 -12.565000
0.000000 -12.515000
0.000000 -12.465000
0.000000 -12.415000
0.000000 -12.365000
0.000000 -12.315000
0.000000 -12.265000
0.000000 -12.214000
0.000000 -12.164000
0.000000 -12.114000
0.000000 -12.064000
0.000000 -12.014000
0.000000 -11.964000
0.000000 -11.914000
0.000000 -11.864000
0.000000 -11.814000
0.000000 -11.764000
0.000000 -11.713000
0.000000 -11.663000
0.000000 -11.613000
0.000000 -11.563000
